ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16310,70,128,0
1,1,365,16234,66,142,0
2,2,730,16166,66,134,0
3,3,1095,16091,61,136,0
4,4,1460,15996,59,154,0
5,5,1825,15905,61,152,0
6,6,2190,15806,58,157,0
7,7,2555,15717,61,150,0
8,8,2920,15635,56,138,0
9,9,3285,15508,69,196,0
10,10,3650,15431,81,158,0
11,11,4015,15329,71,173,0
12,12,4380,15284,81,126,0
13,13,4745,15193,69,160,0
14,14,5110,15101,74,166,0
15,15,5475,15020,96,177,0
16,16,5840,14925,93,188,0
17,17,6205,14837,80,168,0
18,18,6570,14735,89,191,0
19,19,6935,14646,82,171,0
20,20,7300,14562,101,185,0
