ind,time,age,male,female
0,0,0,20,35
1,0,1,126,127
2,0,2,122,118
3,0,3,150,157
4,0,4,148,148
5,0,5,164,138
6,0,6,154,171
7,0,7,157,146
8,0,8,151,141
9,0,9,159,132
10,0,10,147,129
11,0,11,149,142
12,0,12,144,158
13,0,13,149,158
14,0,14,143,133
15,0,15,149,133
16,0,16,142,155
17,0,17,131,132
18,0,18,120,146
19,0,19,149,136
20,0,20,133,138
21,0,21,69,87
22,0,22,88,47
23,0,23,77,85
24,0,24,85,89
25,0,25,98,89
26,0,26,100,90
27,0,27,94,103
28,0,28,97,108
29,0,29,109,81
30,0,30,85,90
31,0,31,94,126
32,0,32,84,117
33,0,33,115,91
34,0,34,102,97
35,0,35,100,98
36,0,36,106,131
37,0,37,109,98
38,0,38,96,119
39,0,39,131,103
40,0,40,99,115
41,0,41,109,104
42,0,42,100,110
43,0,43,113,101
44,0,44,87,98
45,0,45,94,112
46,0,46,107,107
47,0,47,81,105
48,0,48,88,105
49,0,49,83,86
50,0,50,96,94
51,0,51,150,133
52,0,52,116,142
53,0,53,138,123
54,0,54,127,124
55,0,55,122,101
56,0,56,120,101
57,0,57,99,90
58,0,58,91,96
59,0,59,90,86
60,0,60,93,71
61,0,61,92,59
62,0,62,72,74
63,0,63,75,73
64,0,64,70,56
65,0,65,64,70
66,0,66,66,61
67,0,67,62,61
68,0,68,68,48
69,0,69,49,47
70,0,70,61,65
71,0,71,52,62
72,0,72,42,56
73,0,73,38,40
74,0,74,57,43
75,0,75,28,35
76,0,76,37,42
77,0,77,28,27
78,0,78,25,32
79,0,79,23,25
80,0,80,23,30
81,0,81,14,16
82,0,82,24,19
83,0,83,14,15
84,0,84,18,15
85,0,85,14,15
86,0,86,13,9
87,0,87,17,10
88,0,88,10,8
89,0,89,7,15
90,0,90,7,7
91,0,91,5,11
92,0,92,7,4
93,0,93,4,8
94,0,94,3,9
95,0,95,3,6
96,0,96,4,7
97,0,97,3,3
98,0,98,3,3
99,0,99,0,2
100,0,100,0,1
101,0,101,0,0
102,1,0,37,34
103,1,1,20,35
104,1,2,126,127
105,1,3,122,117
106,1,4,150,157
107,1,5,148,147
108,1,6,164,138
109,1,7,154,171
110,1,8,157,146
111,1,9,151,141
112,1,10,159,132
113,1,11,147,129
114,1,12,149,142
115,1,13,144,158
116,1,14,149,158
117,1,15,143,133
118,1,16,149,133
119,1,17,142,155
120,1,18,131,132
121,1,19,120,146
122,1,20,148,136
123,1,21,133,138
124,1,22,69,87
125,1,23,88,47
126,1,24,77,85
127,1,25,85,89
128,1,26,98,89
129,1,27,100,90
130,1,28,94,103
131,1,29,97,108
132,1,30,108,81
133,1,31,85,90
134,1,32,94,126
135,1,33,84,117
136,1,34,115,91
137,1,35,102,97
138,1,36,100,98
139,1,37,106,131
140,1,38,109,98
141,1,39,95,119
142,1,40,131,103
143,1,41,99,115
144,1,42,109,104
145,1,43,100,110
146,1,44,112,100
147,1,45,87,97
148,1,46,93,112
149,1,47,107,107
150,1,48,81,105
151,1,49,87,105
152,1,50,83,86
153,1,51,95,93
154,1,52,149,132
155,1,53,116,142
156,1,54,137,123
157,1,55,127,124
158,1,56,121,101
159,1,57,117,101
160,1,58,97,89
161,1,59,89,95
162,1,60,88,86
163,1,61,93,71
164,1,62,90,58
165,1,63,70,73
166,1,64,74,72
167,1,65,69,56
168,1,66,60,69
169,1,67,62,61
170,1,68,59,61
171,1,69,64,48
172,1,70,47,47
173,1,71,59,65
174,1,72,51,60
175,1,73,40,53
176,1,74,37,39
177,1,75,53,40
178,1,76,26,35
179,1,77,35,42
180,1,78,26,26
181,1,79,25,31
182,1,80,18,24
183,1,81,18,27
184,1,82,14,16
185,1,83,23,17
186,1,84,13,15
187,1,85,16,15
188,1,86,13,14
189,1,87,13,7
190,1,88,14,10
191,1,89,7,7
192,1,90,5,8
193,1,91,5,5
194,1,92,4,10
195,1,93,7,4
196,1,94,2,4
197,1,95,2,7
198,1,96,3,5
199,1,97,4,4
200,1,98,2,3
201,1,99,3,1
202,1,100,0,2
203,1,101,0,0
204,2,0,40,30
205,2,1,37,34
206,2,2,20,34
207,2,3,126,127
208,2,4,122,117
209,2,5,150,157
210,2,6,148,147
211,2,7,164,138
212,2,8,154,171
213,2,9,157,146
214,2,10,151,141
215,2,11,159,132
216,2,12,147,129
217,2,13,149,142
218,2,14,144,158
219,2,15,149,158
220,2,16,143,133
221,2,17,149,133
222,2,18,142,155
223,2,19,131,132
224,2,20,120,146
225,2,21,148,136
226,2,22,133,138
227,2,23,69,87
228,2,24,88,47
229,2,25,77,85
230,2,26,85,89
231,2,27,98,89
232,2,28,100,89
233,2,29,94,103
234,2,30,97,108
235,2,31,108,80
236,2,32,85,90
237,2,33,94,126
238,2,34,84,117
239,2,35,115,91
240,2,36,102,97
241,2,37,100,98
242,2,38,105,131
243,2,39,109,98
244,2,40,95,119
245,2,41,131,103
246,2,42,99,115
247,2,43,108,104
248,2,44,100,110
249,2,45,112,100
250,2,46,87,97
251,2,47,92,112
252,2,48,106,107
253,2,49,80,105
254,2,50,87,104
255,2,51,82,84
256,2,52,95,93
257,2,53,148,132
258,2,54,114,141
259,2,55,137,122
260,2,56,125,123
261,2,57,120,100
262,2,58,114,101
263,2,59,96,89
264,2,60,89,95
265,2,61,86,86
266,2,62,92,71
267,2,63,89,57
268,2,64,69,72
269,2,65,73,69
270,2,66,69,55
271,2,67,58,68
272,2,68,61,61
273,2,69,57,60
274,2,70,64,48
275,2,71,45,46
276,2,72,56,64
277,2,73,49,58
278,2,74,37,52
279,2,75,36,38
280,2,76,51,37
281,2,77,25,32
282,2,78,31,39
283,2,79,23,26
284,2,80,21,28
285,2,81,18,22
286,2,82,14,25
287,2,83,13,16
288,2,84,22,16
289,2,85,11,14
290,2,86,12,14
291,2,87,11,14
292,2,88,13,5
293,2,89,11,9
294,2,90,7,7
295,2,91,4,6
296,2,92,3,4
297,2,93,4,8
298,2,94,5,4
299,2,95,2,4
300,2,96,2,5
301,2,97,2,5
302,2,98,2,2
303,2,99,2,2
304,2,100,1,0
305,2,101,0,0
306,3,0,41,47
307,3,1,40,30
308,3,2,37,34
309,3,3,20,34
310,3,4,126,126
311,3,5,122,117
312,3,6,150,157
313,3,7,148,147
314,3,8,164,138
315,3,9,154,171
316,3,10,157,146
317,3,11,151,141
318,3,12,159,132
319,3,13,147,129
320,3,14,149,142
321,3,15,144,157
322,3,16,149,158
323,3,17,143,133
324,3,18,149,133
325,3,19,142,155
326,3,20,131,132
327,3,21,119,146
328,3,22,148,136
329,3,23,133,138
330,3,24,69,87
331,3,25,88,47
332,3,26,77,85
333,3,27,85,89
334,3,28,97,89
335,3,29,100,89
336,3,30,94,103
337,3,31,97,108
338,3,32,108,80
339,3,33,85,90
340,3,34,94,126
341,3,35,84,117
342,3,36,115,90
343,3,37,102,97
344,3,38,100,98
345,3,39,105,131
346,3,40,109,98
347,3,41,95,119
348,3,42,130,103
349,3,43,99,115
350,3,44,107,104
351,3,45,100,110
352,3,46,111,99
353,3,47,86,97
354,3,48,90,112
355,3,49,105,107
356,3,50,80,105
357,3,51,87,104
358,3,52,82,84
359,3,53,95,93
360,3,54,145,132
361,3,55,114,140
362,3,56,137,122
363,3,57,125,123
364,3,58,120,98
365,3,59,113,101
366,3,60,95,89
367,3,61,89,95
368,3,62,84,84
369,3,63,89,70
370,3,64,86,56
371,3,65,65,71
372,3,66,72,67
373,3,67,67,54
374,3,68,58,68
375,3,69,60,58
376,3,70,55,58
377,3,71,61,48
378,3,72,41,46
379,3,73,50,64
380,3,74,46,55
381,3,75,35,52
382,3,76,35,37
383,3,77,48,34
384,3,78,23,32
385,3,79,30,35
386,3,80,23,25
387,3,81,19,27
388,3,82,16,16
389,3,83,9,20
390,3,84,13,15
391,3,85,14,13
392,3,86,9,10
393,3,87,12,12
394,3,88,10,12
395,3,89,13,4
396,3,90,9,9
397,3,91,7,5
398,3,92,4,5
399,3,93,3,3
400,3,94,4,8
401,3,95,2,3
402,3,96,2,4
403,3,97,2,3
404,3,98,1,5
405,3,99,2,1
406,3,100,2,1
407,3,101,0,0
408,4,0,38,45
409,4,1,41,47
410,4,2,40,30
411,4,3,37,34
412,4,4,20,34
413,4,5,126,126
414,4,6,121,117
415,4,7,150,157
416,4,8,147,147
417,4,9,164,138
418,4,10,154,171
419,4,11,157,146
420,4,12,151,141
421,4,13,159,132
422,4,14,147,129
423,4,15,149,142
424,4,16,143,157
425,4,17,148,158
426,4,18,143,133
427,4,19,149,133
428,4,20,142,155
429,4,21,131,132
430,4,22,119,146
431,4,23,148,136
432,4,24,133,138
433,4,25,69,87
434,4,26,88,47
435,4,27,77,85
436,4,28,85,89
437,4,29,97,89
438,4,30,100,89
439,4,31,94,102
440,4,32,97,108
441,4,33,108,80
442,4,34,85,90
443,4,35,93,126
444,4,36,84,117
445,4,37,115,90
446,4,38,102,97
447,4,39,100,98
448,4,40,104,131
449,4,41,109,98
450,4,42,95,119
451,4,43,129,103
452,4,44,98,115
453,4,45,107,104
454,4,46,100,109
455,4,47,111,99
456,4,48,85,96
457,4,49,90,111
458,4,50,105,106
459,4,51,80,105
460,4,52,87,104
461,4,53,82,84
462,4,54,95,93
463,4,55,144,132
464,4,56,111,139
465,4,57,136,121
466,4,58,125,120
467,4,59,120,98
468,4,60,110,100
469,4,61,95,89
470,4,62,87,95
471,4,63,83,84
472,4,64,88,70
473,4,65,85,56
474,4,66,63,71
475,4,67,71,65
476,4,68,63,54
477,4,69,56,67
478,4,70,60,58
479,4,71,52,57
480,4,72,56,48
481,4,73,39,46
482,4,74,50,63
483,4,75,45,53
484,4,76,34,51
485,4,77,34,35
486,4,78,47,30
487,4,79,20,29
488,4,80,29,34
489,4,81,21,25
490,4,82,16,22
491,4,83,14,14
492,4,84,7,16
493,4,85,13,13
494,4,86,12,13
495,4,87,9,9
496,4,88,10,10
497,4,89,9,9
498,4,90,12,4
499,4,91,6,6
500,4,92,6,3
501,4,93,3,3
502,4,94,2,2
503,4,95,3,6
504,4,96,1,2
505,4,97,2,4
506,4,98,2,3
507,4,99,1,5
508,4,100,2,1
509,4,101,0,0
510,5,0,46,42
511,5,1,38,45
512,5,2,41,47
513,5,3,40,30
514,5,4,37,34
515,5,5,20,34
516,5,6,126,126
517,5,7,121,117
518,5,8,150,157
519,5,9,147,147
520,5,10,164,138
521,5,11,154,171
522,5,12,157,145
523,5,13,151,141
524,5,14,159,132
525,5,15,147,129
526,5,16,149,142
527,5,17,142,157
528,5,18,148,158
529,5,19,143,133
530,5,20,149,133
531,5,21,142,155
532,5,22,131,132
533,5,23,119,146
534,5,24,148,136
535,5,25,133,138
536,5,26,69,87
537,5,27,88,47
538,5,28,77,85
539,5,29,85,89
540,5,30,97,89
541,5,31,100,89
542,5,32,94,102
543,5,33,97,108
544,5,34,108,80
545,5,35,85,90
546,5,36,93,126
547,5,37,84,117
548,5,38,115,90
549,5,39,102,97
550,5,40,100,98
551,5,41,104,131
552,5,42,109,98
553,5,43,95,119
554,5,44,129,102
555,5,45,98,115
556,5,46,105,104
557,5,47,100,109
558,5,48,110,98
559,5,49,85,96
560,5,50,90,111
561,5,51,105,106
562,5,52,80,105
563,5,53,87,104
564,5,54,82,84
565,5,55,95,93
566,5,56,144,132
567,5,57,110,138
568,5,58,135,121
569,5,59,125,120
570,5,60,118,96
571,5,61,108,100
572,5,62,94,85
573,5,63,83,95
574,5,64,78,81
575,5,65,85,70
576,5,66,82,56
577,5,67,63,70
578,5,68,68,61
579,5,69,61,53
580,5,70,54,66
581,5,71,58,57
582,5,72,50,55
583,5,73,55,48
584,5,74,38,44
585,5,75,48,60
586,5,76,43,48
587,5,77,33,50
588,5,78,31,32
589,5,79,45,27
590,5,80,18,28
591,5,81,24,32
592,5,82,19,24
593,5,83,13,21
594,5,84,12,13
595,5,85,6,12
596,5,86,10,13
597,5,87,10,9
598,5,88,9,9
599,5,89,10,9
600,5,90,8,7
601,5,91,8,4
602,5,92,5,5
603,5,93,4,3
604,5,94,3,3
605,5,95,2,1
606,5,96,3,6
607,5,97,0,2
608,5,98,2,2
609,5,99,2,2
610,5,100,1,5
611,5,101,0,0
612,6,0,52,43
613,6,1,46,42
614,6,2,38,45
615,6,3,41,47
616,6,4,40,30
617,6,5,37,34
618,6,6,20,34
619,6,7,126,126
620,6,8,121,117
621,6,9,150,157
622,6,10,147,147
623,6,11,164,138
624,6,12,154,171
625,6,13,157,145
626,6,14,151,141
627,6,15,159,132
628,6,16,147,129
629,6,17,149,142
630,6,18,142,157
631,6,19,147,158
632,6,20,143,133
633,6,21,149,133
634,6,22,142,155
635,6,23,131,132
636,6,24,119,145
637,6,25,148,136
638,6,26,133,138
639,6,27,68,87
640,6,28,88,47
641,6,29,77,85
642,6,30,85,89
643,6,31,96,89
644,6,32,99,89
645,6,33,94,102
646,6,34,97,108
647,6,35,108,80
648,6,36,85,90
649,6,37,93,126
650,6,38,84,117
651,6,39,115,90
652,6,40,102,97
653,6,41,99,98
654,6,42,104,131
655,6,43,109,97
656,6,44,95,119
657,6,45,129,102
658,6,46,97,114
659,6,47,104,104
660,6,48,100,108
661,6,49,110,98
662,6,50,85,96
663,6,51,89,111
664,6,52,105,106
665,6,53,80,105
666,6,54,87,104
667,6,55,80,83
668,6,56,94,92
669,6,57,143,130
670,6,58,110,136
671,6,59,135,121
672,6,60,124,118
673,6,61,114,96
674,6,62,104,99
675,6,63,92,83
676,6,64,82,94
677,6,65,77,81
678,6,66,84,70
679,6,67,81,55
680,6,68,62,70
681,6,69,68,60
682,6,70,60,51
683,6,71,52,65
684,6,72,55,56
685,6,73,47,52
686,6,74,51,45
687,6,75,35,43
688,6,76,47,57
689,6,77,39,46
690,6,78,31,45
691,6,79,27,30
692,6,80,43,24
693,6,81,16,26
694,6,82,22,27
695,6,83,17,22
696,6,84,12,19
697,6,85,11,12
698,6,86,5,10
699,6,87,9,12
700,6,88,9,7
701,6,89,9,8
702,6,90,8,7
703,6,91,6,6
704,6,92,7,3
705,6,93,3,5
706,6,94,4,3
707,6,95,2,2
708,6,96,1,1
709,6,97,3,3
710,6,98,0,1
711,6,99,1,1
712,6,100,2,1
713,6,101,0,0
714,7,0,52,47
715,7,1,52,43
716,7,2,46,42
717,7,3,38,45
718,7,4,41,47
719,7,5,40,30
720,7,6,37,34
721,7,7,20,34
722,7,8,126,126
723,7,9,121,117
724,7,10,150,157
725,7,11,146,147
726,7,12,164,138
727,7,13,154,171
728,7,14,157,145
729,7,15,151,141
730,7,16,159,132
731,7,17,147,129
732,7,18,149,142
733,7,19,142,157
