ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16297,73,143,0
1,1,365,16183,48,162,0
2,2,730,16077,59,165,0
3,3,1095,15979,39,137,0
4,4,1460,15901,52,130,0
5,5,1825,15811,57,147,0
6,6,2190,15704,56,163,0
7,7,2555,15630,54,128,0
8,8,2920,15522,50,158,0
9,9,3285,15419,53,156,0
10,10,3650,15316,47,150,0
11,11,4015,15211,61,166,0
12,12,4380,15078,55,188,0
13,13,4745,14972,76,182,0
14,14,5110,14890,67,149,0
15,15,5475,14808,77,159,0
16,16,5840,14667,57,198,0
17,17,6205,14546,83,204,0
18,18,6570,14430,71,187,0
19,19,6935,14314,76,192,0
20,20,7300,14198,70,186,0
