ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16293,54,129,0
1,1,365,16208,67,152,0
2,2,730,16155,85,138,0
3,3,1095,16082,67,140,0
4,4,1460,15989,78,171,0
5,5,1825,15912,84,161,0
6,6,2190,15871,79,120,0
7,7,2555,15800,74,145,0
8,8,2920,15744,88,144,0
9,9,3285,15688,95,151,0
10,10,3650,15614,91,165,0
11,11,4015,15563,100,151,0
12,12,4380,15525,113,151,0
13,13,4745,15447,107,185,0
14,14,5110,15383,116,180,0
15,15,5475,15321,97,159,0
16,16,5840,15259,121,183,0
17,17,6205,15173,107,193,0
18,18,6570,15109,120,184,0
19,19,6935,15045,137,201,0
20,20,7300,15020,143,168,0
