ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16271,55,151,0
1,1,365,16207,54,118,0
2,2,730,16099,37,145,0
3,3,1095,15993,42,148,0
4,4,1460,15909,42,126,0
5,5,1825,15781,39,167,0
6,6,2190,15659,42,164,0
7,7,2555,15589,35,105,0
8,8,2920,15480,32,141,0
9,9,3285,15357,31,154,0
10,10,3650,15215,24,166,0
11,11,4015,15096,25,144,0
12,12,4380,14955,19,160,0
13,13,4745,14790,11,176,0
14,14,5110,14653,18,155,0
15,15,5475,14491,8,170,0
16,16,5840,14327,13,177,0
17,17,6205,14150,12,189,0
18,18,6570,13965,7,192,0
19,19,6935,13777,5,193,0
20,20,7300,13597,9,189,0
