ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16274,54,148,0
1,1,365,16198,66,142,0
2,2,730,16119,71,150,0
3,3,1095,16071,83,131,0
4,4,1460,16017,61,115,0
5,5,1825,15971,84,130,0
6,6,2190,15908,83,146,0
7,7,2555,15837,79,150,0
8,8,2920,15796,92,133,0
9,9,3285,15728,82,150,0
10,10,3650,15660,90,158,0
11,11,4015,15599,108,169,0
12,12,4380,15545,112,166,0
13,13,4745,15495,102,152,0
14,14,5110,15420,107,182,0
15,15,5475,15374,130,176,0
16,16,5840,15340,121,155,0
17,17,6205,15307,136,169,0
18,18,6570,15248,132,191,0
19,19,6935,15179,126,195,0
20,20,7300,15108,134,205,0
