ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16279,49,138,0
1,1,365,16208,72,143,0
2,2,730,16150,96,154,0
3,3,1095,16091,85,144,0
4,4,1460,16021,77,147,0
5,5,1825,15959,82,144,0
6,6,2190,15897,80,142,0
7,7,2555,15852,102,147,0
8,8,2920,15793,99,158,0
9,9,3285,15744,102,151,0
10,10,3650,15678,113,179,0
11,11,4015,15598,92,172,0
12,12,4380,15547,103,154,0
13,13,4745,15506,117,158,0
14,14,5110,15463,107,150,0
15,15,5475,15415,122,170,0
16,16,5840,15407,149,157,0
17,17,6205,15337,117,187,0
18,18,6570,15294,134,177,0
19,19,6935,15238,121,177,0
20,20,7300,15179,137,196,0
