ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16288,59,138,0
1,1,365,16220,70,138,0
2,2,730,16140,58,138,0
3,3,1095,16047,51,144,0
4,4,1460,15938,60,169,0
5,5,1825,15863,52,127,0
6,6,2190,15771,59,151,0
7,7,2555,15667,59,163,0
8,8,2920,15586,69,150,0
9,9,3285,15482,66,170,0
10,10,3650,15382,53,153,0
11,11,4015,15278,71,175,0
12,12,4380,15194,71,155,0
13,13,4745,15101,69,162,0
14,14,5110,15000,73,174,0
15,15,5475,14894,59,165,0
16,16,5840,14817,80,157,0
17,17,6205,14716,79,180,0
18,18,6570,14609,66,173,0
19,19,6935,14506,71,174,0
20,20,7300,14419,82,169,0
