ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16255,51,164,0
1,1,365,16215,79,119,0
2,2,730,16145,73,143,0
3,3,1095,16073,68,140,0
4,4,1460,16002,65,136,0
5,5,1825,15935,91,158,0
6,6,2190,15855,78,158,0
7,7,2555,15814,72,113,0
8,8,2920,15756,96,154,0
9,9,3285,15702,91,145,0
10,10,3650,15638,85,149,0
11,11,4015,15574,86,150,0
12,12,4380,15503,93,164,0
13,13,4745,15454,105,154,0
14,14,5110,15396,122,180,0
15,15,5475,15349,117,164,0
16,16,5840,15320,129,158,0
17,17,6205,15243,101,178,0
18,18,6570,15188,115,170,0
19,19,6935,15112,106,182,0
20,20,7300,15042,120,190,0
