ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16298,65,136,0
1,1,365,16232,64,130,0
2,2,730,16152,77,157,0
3,3,1095,16062,57,147,0
4,4,1460,15999,81,144,0
5,5,1825,15953,87,133,0
6,6,2190,15887,85,151,0
7,7,2555,15845,108,150,0
8,8,2920,15803,108,150,0
9,9,3285,15757,92,138,0
10,10,3650,15709,118,166,0
11,11,4015,15651,104,162,0
12,12,4380,15625,134,160,0
13,13,4745,15562,100,163,0
14,14,5110,15496,113,179,0
15,15,5475,15443,129,182,0
16,16,5840,15388,133,188,0
17,17,6205,15305,116,199,0
18,18,6570,15271,147,181,0
19,19,6935,15215,120,176,0
20,20,7300,15152,122,185,0
