ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16297,63,133,0
1,1,365,16224,76,149,0
2,2,730,16119,74,179,0
3,3,1095,16043,68,144,0
4,4,1460,15959,75,159,0
5,5,1825,15906,85,138,0
6,6,2190,15866,82,122,0
7,7,2555,15828,101,139,0
8,8,2920,15756,88,160,0
9,9,3285,15700,103,159,0
10,10,3650,15655,101,146,0
11,11,4015,15618,111,148,0
12,12,4380,15568,100,150,0
13,13,4745,15530,124,162,0
14,14,5110,15463,113,180,0
15,15,5475,15435,133,161,0
16,16,5840,15399,128,164,0
17,17,6205,15361,131,169,0
18,18,6570,15305,130,186,0
19,19,6935,15257,130,178,0
20,20,7300,15211,140,186,0
