ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16296,71,143,0
1,1,365,16205,50,141,0
2,2,730,16143,69,131,0
3,3,1095,16043,57,157,0
4,4,1460,15982,78,139,0
5,5,1825,15926,78,134,0
6,6,2190,15857,81,150,0
7,7,2555,15797,87,147,0
8,8,2920,15746,111,162,0
9,9,3285,15679,91,158,0
10,10,3650,15636,100,143,0
11,11,4015,15588,100,148,0
12,12,4380,15542,113,159,0
13,13,4745,15491,104,155,0
14,14,5110,15429,109,171,0
15,15,5475,15404,141,166,0
16,16,5840,15337,116,183,0
17,17,6205,15283,128,182,0
18,18,6570,15234,132,181,0
19,19,6935,15192,148,190,0
20,20,7300,15166,154,180,0
