ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16292,55,130,0
1,1,365,16171,42,163,0
2,2,730,16085,63,149,0
3,3,1095,15998,60,147,0
4,4,1460,15912,55,141,0
5,5,1825,15818,66,160,0
6,6,2190,15740,63,141,0
7,7,2555,15614,52,178,0
8,8,2920,15514,58,158,0
9,9,3285,15421,66,159,0
10,10,3650,15330,54,145,0
11,11,4015,15235,75,170,0
12,12,4380,15155,93,173,0
13,13,4745,15052,72,175,0
14,14,5110,14956,79,175,0
15,15,5475,14843,65,178,0
16,16,5840,14743,84,184,0
17,17,6205,14631,75,187,0
18,18,6570,14531,76,176,0
19,19,6935,14427,74,178,0
20,20,7300,14315,65,177,0
