ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16296,71,143,0
1,1,365,16225,58,129,0
2,2,730,16170,75,130,0
3,3,1095,16095,82,157,0
4,4,1460,16006,65,154,0
5,5,1825,15934,74,146,0
6,6,2190,15867,76,143,0
7,7,2555,15806,94,155,0
8,8,2920,15775,88,119,0
9,9,3285,15727,103,151,0
10,10,3650,15668,94,153,0
11,11,4015,15645,103,126,0
12,12,4380,15574,106,177,0
13,13,4745,15513,121,182,0
14,14,5110,15446,120,187,0
15,15,5475,15405,125,166,0
16,16,5840,15361,135,179,0
17,17,6205,15322,125,164,0
18,18,6570,15262,136,196,0
19,19,6935,15233,131,160,0
20,20,7300,15202,148,179,0
