ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16272,36,132,0
1,1,365,16152,24,144,0
2,2,730,16044,24,132,0
3,3,1095,15925,25,144,0
4,4,1460,15808,15,132,0
5,5,1825,15682,21,147,0
6,6,2190,15572,30,140,0
7,7,2555,15451,19,140,0
8,8,2920,15331,24,144,0
9,9,3285,15183,21,169,0
10,10,3650,15070,15,128,0
11,11,4015,14917,30,183,0
12,12,4380,14774,23,166,0
13,13,4745,14651,21,144,0
14,14,5110,14502,36,185,0
15,15,5475,14350,31,183,0
16,16,5840,14179,14,185,0
17,17,6205,14032,23,170,0
18,18,6570,13873,27,186,0
19,19,6935,13714,33,192,0
20,20,7300,13548,24,190,0
