ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16281,58,145,0
1,1,365,16225,51,107,0
2,2,730,16133,71,163,0
3,3,1095,16066,63,130,0
4,4,1460,15985,61,142,0
5,5,1825,15901,55,139,0
6,6,2190,15802,48,147,0
7,7,2555,15709,41,134,0
8,8,2920,15596,48,161,0
9,9,3285,15505,59,150,0
10,10,3650,15420,70,155,0
11,11,4015,15336,68,152,0
12,12,4380,15233,67,170,0
13,13,4745,15150,66,149,0
14,14,5110,15038,64,176,0
15,15,5475,14923,75,190,0
16,16,5840,14832,62,153,0
17,17,6205,14727,69,174,0
18,18,6570,14623,74,178,0
19,19,6935,14513,65,175,0
20,20,7300,14404,84,193,0
