ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16254,39,154,0
1,1,365,16144,22,132,0
2,2,730,16029,20,135,0
3,3,1095,15912,14,131,0
4,4,1460,15809,20,123,0
5,5,1825,15687,19,141,0
6,6,2190,15565,20,142,0
7,7,2555,15437,18,146,0
8,8,2920,15287,24,174,0
9,9,3285,15156,24,155,0
10,10,3650,15015,21,162,0
11,11,4015,14897,28,146,0
12,12,4380,14752,25,170,0
13,13,4745,14627,23,148,0
14,14,5110,14460,24,191,0
15,15,5475,14307,32,185,0
16,16,5840,14159,32,180,0
17,17,6205,14014,29,174,0
18,18,6570,13844,27,197,0
19,19,6935,13679,39,204,0
20,20,7300,13527,28,180,0
