ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16274,54,148,0
1,1,365,16196,61,139,0
2,2,730,16132,83,147,0
3,3,1095,16079,81,134,0
4,4,1460,16032,98,145,0
5,5,1825,16000,105,137,0
6,6,2190,15939,81,142,0
7,7,2555,15898,94,135,0
8,8,2920,15857,96,137,0
9,9,3285,15807,100,150,0
10,10,3650,15772,117,152,0
11,11,4015,15707,95,160,0
12,12,4380,15670,124,161,0
13,13,4745,15611,112,171,0
14,14,5110,15532,104,183,0
15,15,5475,15500,136,168,0
16,16,5840,15436,109,173,0
17,17,6205,15354,114,196,0
18,18,6570,15282,112,184,0
19,19,6935,15198,104,188,0
20,20,7300,15118,133,213,0
