ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16263,72,177,0
1,1,365,16196,57,124,0
2,2,730,16105,51,142,0
3,3,1095,16007,55,153,0
4,4,1460,15953,69,123,0
5,5,1825,15889,52,116,0
6,6,2190,15808,66,147,0
7,7,2555,15712,57,153,0
8,8,2920,15659,59,112,0
9,9,3285,15570,58,147,0
10,10,3650,15464,61,167,0
11,11,4015,15371,54,147,0
12,12,4380,15258,66,179,0
13,13,4745,15154,64,168,0
14,14,5110,15051,59,162,0
15,15,5475,14972,76,155,0
16,16,5840,14872,69,169,0
17,17,6205,14758,68,182,0
18,18,6570,14671,81,168,0
19,19,6935,14540,68,199,0
20,20,7300,14409,69,200,0
