ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16299,81,150,0
1,1,365,16252,75,122,0
2,2,730,16179,72,145,0
3,3,1095,16130,83,132,0
4,4,1460,16105,106,131,0
5,5,1825,16050,83,138,0
6,6,2190,15992,87,145,0
7,7,2555,15961,97,128,0
8,8,2920,15908,98,151,0
9,9,3285,15842,99,165,0
10,10,3650,15811,103,134,0
11,11,4015,15750,103,164,0
12,12,4380,15656,106,200,0
13,13,4745,15608,118,166,0
14,14,5110,15546,108,170,0
15,15,5475,15484,121,183,0
16,16,5840,15456,149,177,0
17,17,6205,15419,122,159,0
18,18,6570,15409,163,173,0
19,19,6935,15379,137,167,0
20,20,7300,15349,154,184,0
