ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16264,50,153,0
1,1,365,16205,70,129,0
2,2,730,16135,80,150,0
3,3,1095,16087,97,145,0
4,4,1460,16029,76,134,0
5,5,1825,15980,91,140,0
6,6,2190,15906,87,161,0
7,7,2555,15852,94,148,0
8,8,2920,15776,96,172,0
9,9,3285,15709,88,155,0
10,10,3650,15661,102,150,0
11,11,4015,15611,106,156,0
12,12,4380,15537,91,165,0
13,13,4745,15478,115,174,0
14,14,5110,15419,123,182,0
15,15,5475,15379,125,165,0
16,16,5840,15346,127,160,0
17,17,6205,15281,130,195,0
18,18,6570,15231,139,189,0
19,19,6935,15190,153,194,0
20,20,7300,15114,114,190,0
