ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16264,30,133,0
1,1,365,16141,24,147,0
2,2,730,16016,20,145,0
3,3,1095,15900,22,138,0
4,4,1460,15770,22,152,0
5,5,1825,15652,27,145,0
6,6,2190,15523,23,152,0
7,7,2555,15397,22,148,0
8,8,2920,15272,21,146,0
9,9,3285,15156,32,148,0
10,10,3650,15027,25,154,0
11,11,4015,14907,28,148,0
12,12,4380,14799,33,141,0
13,13,4745,14679,33,153,0
14,14,5110,14591,29,117,0
15,15,5475,14439,34,186,0
16,16,5840,14308,33,164,0
17,17,6205,14163,36,181,0
18,18,6570,14005,28,186,0
19,19,6935,13841,28,192,0
20,20,7300,13669,19,191,0
