ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16298,65,136,0
1,1,365,16218,61,141,0
2,2,730,16153,77,142,0
3,3,1095,16106,78,125,0
4,4,1460,16038,81,149,0
5,5,1825,15990,95,143,0
6,6,2190,15952,98,136,0
7,7,2555,15892,90,150,0
8,8,2920,15844,96,144,0
9,9,3285,15800,102,146,0
10,10,3650,15751,111,160,0
11,11,4015,15706,100,145,0
12,12,4380,15644,110,172,0
13,13,4745,15597,111,158,0
14,14,5110,15528,110,179,0
15,15,5475,15498,138,168,0
16,16,5840,15458,114,154,0
17,17,6205,15426,153,185,0
18,18,6570,15378,140,188,0
19,19,6935,15343,137,172,0
20,20,7300,15280,140,203,0
