ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16264,53,157,0
1,1,365,16194,51,121,0
2,2,730,16127,67,134,0
3,3,1095,16047,71,151,0
4,4,1460,15953,66,160,0
5,5,1825,15910,83,126,0
6,6,2190,15853,78,135,0
7,7,2555,15762,65,156,0
8,8,2920,15720,102,144,0
9,9,3285,15648,81,153,0
10,10,3650,15574,86,160,0
11,11,4015,15521,87,140,0
12,12,4380,15440,79,160,0
13,13,4745,15375,85,150,0
14,14,5110,15287,81,169,0
15,15,5475,15210,84,161,0
16,16,5840,15119,97,188,0
17,17,6205,15049,95,165,0
18,18,6570,14976,104,177,0
19,19,6935,14912,111,175,0
20,20,7300,14810,100,202,0
