ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16270,55,152,0
1,1,365,16227,73,116,0
2,2,730,16173,87,141,0
3,3,1095,16094,72,151,0
4,4,1460,16038,87,143,0
5,5,1825,16000,98,136,0
6,6,2190,15945,90,145,0
7,7,2555,15876,93,162,0
8,8,2920,15816,91,151,0
9,9,3285,15767,91,140,0
10,10,3650,15710,105,162,0
11,11,4015,15666,103,147,0
12,12,4380,15623,108,151,0
13,13,4745,15556,107,174,0
14,14,5110,15493,99,162,0
15,15,5475,15421,110,182,0
16,16,5840,15342,121,200,0
17,17,6205,15288,132,186,0
18,18,6570,15183,100,205,0
19,19,6935,15122,132,193,0
20,20,7300,15084,141,179,0
