ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16251,29,145,0
1,1,365,16147,26,130,0
2,2,730,16003,17,161,0
3,3,1095,15881,22,144,0
4,4,1460,15775,29,135,0
5,5,1825,15636,23,162,0
6,6,2190,15530,24,130,0
7,7,2555,15418,26,138,0
8,8,2920,15275,18,161,0
9,9,3285,15145,22,152,0
10,10,3650,15013,21,153,0
11,11,4015,14904,35,144,0
12,12,4380,14784,29,149,0
13,13,4745,14649,18,153,0
14,14,5110,14510,24,163,0
15,15,5475,14366,26,170,0
16,16,5840,14210,30,186,0
17,17,6205,14071,32,171,0
18,18,6570,13905,27,193,0
19,19,6935,13730,26,201,0
20,20,7300,13564,25,191,0
