ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16279,49,138,0
1,1,365,16188,67,158,0
2,2,730,16121,59,126,0
3,3,1095,16052,79,148,0
4,4,1460,15992,84,144,0
5,5,1825,15911,73,154,0
6,6,2190,15864,90,137,0
7,7,2555,15810,102,156,0
8,8,2920,15759,94,145,0
9,9,3285,15715,103,147,0
10,10,3650,15656,100,159,0
11,11,4015,15584,101,173,0
12,12,4380,15546,122,160,0
13,13,4745,15484,101,163,0
14,14,5110,15445,111,150,0
15,15,5475,15387,123,181,0
16,16,5840,15321,125,191,0
17,17,6205,15264,122,179,0
18,18,6570,15231,137,170,0
19,19,6935,15165,148,214,0
20,20,7300,15140,139,164,0
