ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16295,57,130,0
1,1,365,16203,54,146,0
2,2,730,16097,55,161,0
3,3,1095,16035,70,132,0
4,4,1460,15975,64,124,0
5,5,1825,15916,61,120,0
6,6,2190,15833,70,153,0
7,7,2555,15753,65,145,0
8,8,2920,15650,53,156,0
9,9,3285,15578,66,138,0
10,10,3650,15490,54,142,0
11,11,4015,15360,69,199,0
12,12,4380,15263,60,157,0
13,13,4745,15191,70,142,0
14,14,5110,15098,83,176,0
15,15,5475,15008,77,167,0
16,16,5840,14889,62,181,0
17,17,6205,14769,73,193,0
18,18,6570,14656,62,175,0
19,19,6935,14558,84,182,0
20,20,7300,14426,64,196,0
