ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16277,51,143,0
1,1,365,16195,49,131,0
2,2,730,16099,63,159,0
3,3,1095,16020,65,144,0
4,4,1460,15926,61,155,0
5,5,1825,15840,55,141,0
6,6,2190,15749,56,147,0
7,7,2555,15658,55,146,0
8,8,2920,15558,60,160,0
9,9,3285,15471,56,143,0
10,10,3650,15378,61,154,0
11,11,4015,15289,56,145,0
12,12,4380,15183,60,166,0
13,13,4745,15094,61,150,0
14,14,5110,14962,54,186,0
15,15,5475,14860,67,169,0
16,16,5840,14769,80,171,0
17,17,6205,14670,67,166,0
18,18,6570,14547,63,186,0
19,19,6935,14442,68,173,0
20,20,7300,14340,79,181,0
