ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16226,11,153,0
1,1,365,16090,9,145,0
2,2,730,15979,11,122,0
3,3,1095,15837,14,156,0
4,4,1460,15724,15,128,0
5,5,1825,15594,12,142,0
6,6,2190,15440,9,163,0
7,7,2555,15313,13,140,0
8,8,2920,15165,10,158,0
9,9,3285,15029,14,150,0
10,10,3650,14888,8,149,0
11,11,4015,14734,11,165,0
12,12,4380,14563,14,185,0
13,13,4745,14411,11,163,0
14,14,5110,14264,17,164,0
15,15,5475,14108,23,179,0
16,16,5840,13963,20,165,0
17,17,6205,13807,13,169,0
18,18,6570,13652,11,166,0
19,19,6935,13483,16,185,0
20,20,7300,13316,11,178,0
