ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16260,49,156,0
1,1,365,16174,72,158,0
2,2,730,16122,80,132,0
3,3,1095,16072,72,122,0
4,4,1460,16017,79,134,0
5,5,1825,15946,80,151,0
6,6,2190,15897,91,140,0
7,7,2555,15822,89,164,0
8,8,2920,15755,83,150,0
9,9,3285,15739,116,132,0
10,10,3650,15698,125,166,0
11,11,4015,15654,109,153,0
12,12,4380,15583,104,175,0
13,13,4745,15504,108,187,0
14,14,5110,15455,113,162,0
15,15,5475,15401,120,174,0
16,16,5840,15334,119,186,0
17,17,6205,15290,117,161,0
18,18,6570,15234,128,184,0
19,19,6935,15215,142,161,0
20,20,7300,15170,127,172,0
