ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16284,58,142,0
1,1,365,16211,78,151,0
2,2,730,16153,90,148,0
3,3,1095,16082,88,159,0
4,4,1460,16054,113,141,0
5,5,1825,15994,106,166,0
6,6,2190,15970,116,140,0
7,7,2555,15965,122,127,0
8,8,2920,15911,110,164,0
9,9,3285,15864,125,172,0
10,10,3650,15842,134,156,0
11,11,4015,15820,131,153,0
12,12,4380,15825,159,154,0
13,13,4745,15838,151,138,0
14,14,5110,15777,141,202,0
15,15,5475,15778,175,174,0
16,16,5840,15773,163,168,0
17,17,6205,15772,189,190,0
18,18,6570,15789,180,163,0
19,19,6935,15780,150,159,0
20,20,7300,15797,190,173,0
