ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16285,66,149,0
1,1,365,16203,63,145,0
2,2,730,16150,81,134,0
3,3,1095,16066,66,150,0
4,4,1460,15988,78,156,0
5,5,1825,15924,82,146,0
6,6,2190,15871,95,148,0
7,7,2555,15818,80,133,0
8,8,2920,15761,86,143,0
9,9,3285,15705,92,148,0
10,10,3650,15667,100,138,0
11,11,4015,15643,120,144,0
12,12,4380,15588,104,159,0
13,13,4745,15549,126,165,0
14,14,5110,15499,116,166,0
15,15,5475,15416,98,181,0
16,16,5840,15365,125,176,0
17,17,6205,15299,124,190,0
18,18,6570,15260,140,179,0
19,19,6935,15221,136,175,0
20,20,7300,15173,154,202,0
