ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16289,48,128,0
1,1,365,16196,53,146,0
2,2,730,16119,65,142,0
3,3,1095,16038,58,139,0
4,4,1460,15951,46,133,0
5,5,1825,15866,56,141,0
6,6,2190,15757,49,158,0
7,7,2555,15655,39,141,0
8,8,2920,15547,56,164,0
9,9,3285,15433,39,153,0
10,10,3650,15334,52,151,0
11,11,4015,15204,48,178,0
12,12,4380,15072,41,173,0
13,13,4745,14954,53,171,0
14,14,5110,14831,41,164,0
15,15,5475,14709,39,161,0
16,16,5840,14555,39,193,0
17,17,6205,14428,55,182,0
18,18,6570,14287,47,188,0
19,19,6935,14144,54,197,0
20,20,7300,13992,49,201,0
