ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16279,49,138,0
1,1,365,16179,67,167,0
2,2,730,16139,84,124,0
3,3,1095,16038,70,171,0
4,4,1460,15962,75,151,0
5,5,1825,15887,78,153,0
6,6,2190,15808,80,159,0
7,7,2555,15740,78,146,0
8,8,2920,15684,91,147,0
9,9,3285,15623,82,143,0
10,10,3650,15570,96,149,0
11,11,4015,15507,97,160,0
12,12,4380,15429,92,170,0
13,13,4745,15387,121,163,0
14,14,5110,15329,87,145,0
15,15,5475,15252,112,189,0
16,16,5840,15190,118,180,0
17,17,6205,15160,118,148,0
18,18,6570,15111,130,179,0
19,19,6935,15022,139,228,0
20,20,7300,14960,127,189,0
