ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16291,58,135,0
1,1,365,16214,57,134,0
2,2,730,16140,59,133,0
3,3,1095,16073,72,139,0
4,4,1460,15997,46,122,0
5,5,1825,15928,69,138,0
6,6,2190,15837,74,165,0
7,7,2555,15766,60,131,0
8,8,2920,15683,80,163,0
9,9,3285,15612,77,148,0
10,10,3650,15555,71,128,0
11,11,4015,15461,83,177,0
12,12,4380,15363,75,173,0
13,13,4745,15245,72,190,0
14,14,5110,15140,78,183,0
15,15,5475,15053,81,168,0
16,16,5840,14971,82,164,0
17,17,6205,14884,76,163,0
18,18,6570,14777,84,191,0
19,19,6935,14657,78,198,0
20,20,7300,14557,98,198,0
