ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16277,62,154,0
1,1,365,16218,79,138,0
2,2,730,16129,76,165,0
3,3,1095,16060,85,154,0
4,4,1460,16009,74,125,0
5,5,1825,15922,86,173,0
6,6,2190,15834,77,165,0
7,7,2555,15776,78,136,0
8,8,2920,15695,83,164,0
9,9,3285,15646,114,163,0
10,10,3650,15593,97,150,0
11,11,4015,15515,98,176,0
12,12,4380,15464,106,157,0
13,13,4745,15386,94,172,0
14,14,5110,15329,114,171,0
15,15,5475,15268,114,175,0
16,16,5840,15224,135,179,0
17,17,6205,15166,122,180,0
18,18,6570,15090,121,197,0
19,19,6935,15029,132,193,0
20,20,7300,14983,139,185,0
