ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16244,22,146,0
1,1,365,16133,29,140,0
2,2,730,15999,15,149,0
3,3,1095,15859,16,156,0
4,4,1460,15742,22,139,0
5,5,1825,15623,13,132,0
6,6,2190,15501,25,147,0
7,7,2555,15365,14,150,0
8,8,2920,15260,29,134,0
9,9,3285,15143,20,137,0
10,10,3650,14986,22,179,0
11,11,4015,14829,17,174,0
12,12,4380,14707,21,143,0
13,13,4745,14552,15,170,0
14,14,5110,14409,24,167,0
15,15,5475,14277,20,152,0
16,16,5840,14129,26,174,0
17,17,6205,13953,22,198,0
18,18,6570,13809,30,174,0
19,19,6935,13664,26,171,0
20,20,7300,13497,25,192,0
