ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16281,55,142,0
1,1,365,16193,36,124,0
2,2,730,16092,35,136,0
3,3,1095,15977,37,152,0
4,4,1460,15872,32,137,0
5,5,1825,15760,28,140,0
6,6,2190,15648,29,141,0
7,7,2555,15523,29,154,0
8,8,2920,15402,27,148,0
9,9,3285,15266,45,181,0
10,10,3650,15153,41,154,0
11,11,4015,15019,34,168,0
12,12,4380,14886,29,162,0
13,13,4745,14798,47,135,0
14,14,5110,14675,41,164,0
15,15,5475,14530,47,192,0
16,16,5840,14412,43,161,0
17,17,6205,14280,41,173,0
18,18,6570,14143,31,168,0
19,19,6935,13990,42,195,0
20,20,7300,13845,42,187,0
