ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16260,53,160,0
1,1,365,16203,75,132,0
2,2,730,16103,67,167,0
3,3,1095,16035,70,138,0
4,4,1460,15986,86,135,0
5,5,1825,15949,87,124,0
6,6,2190,15884,93,158,0
7,7,2555,15830,85,139,0
8,8,2920,15756,93,167,0
9,9,3285,15697,101,160,0
10,10,3650,15634,88,151,0
11,11,4015,15583,98,149,0
12,12,4380,15570,130,143,0
13,13,4745,15533,114,151,0
14,14,5110,15503,118,148,0
15,15,5475,15419,111,195,0
16,16,5840,15364,117,172,0
17,17,6205,15308,119,175,0
18,18,6570,15236,113,185,0
19,19,6935,15175,134,195,0
20,20,7300,15069,119,225,0
