ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16297,63,135,0
1,1,365,16223,85,159,0
2,2,730,16140,78,161,0
3,3,1095,16086,94,148,0
4,4,1460,16029,97,154,0
5,5,1825,16009,104,124,0
6,6,2190,15955,94,148,0
7,7,2555,15924,106,137,0
8,8,2920,15905,131,150,0
9,9,3285,15887,133,151,0
10,10,3650,15845,124,166,0
11,11,4015,15821,134,158,0
12,12,4380,15801,126,146,0
13,13,4745,15789,142,154,0
14,14,5110,15756,146,179,0
15,15,5475,15721,148,183,0
16,16,5840,15709,162,174,0
17,17,6205,15681,162,190,0
18,18,6570,15664,166,183,0
19,19,6935,15647,163,180,0
20,20,7300,15577,161,231,0
