ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16272,54,149,0
1,1,365,16214,65,123,0
2,2,730,16152,83,145,0
3,3,1095,16068,64,148,0
4,4,1460,15997,74,145,0
5,5,1825,15933,74,138,0
6,6,2190,15855,72,150,0
7,7,2555,15788,79,146,0
8,8,2920,15714,82,156,0
9,9,3285,15641,84,157,0
10,10,3650,15581,83,143,0
11,11,4015,15524,98,155,0
12,12,4380,15464,102,162,0
13,13,4745,15394,95,165,0
14,14,5110,15318,91,167,0
15,15,5475,15269,106,155,0
16,16,5840,15194,101,176,0
17,17,6205,15115,106,185,0
18,18,6570,15011,99,203,0
19,19,6935,14940,105,176,0
20,20,7300,14856,113,197,0
