ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16255,28,140,0
1,1,365,16162,38,131,0
2,2,730,16041,31,152,0
3,3,1095,15922,25,144,0
4,4,1460,15817,31,136,0
5,5,1825,15692,28,153,0
6,6,2190,15574,30,148,0
7,7,2555,15446,20,148,0
8,8,2920,15323,27,150,0
9,9,3285,15191,32,164,0
10,10,3650,15065,35,161,0
11,11,4015,14958,36,143,0
12,12,4380,14821,27,164,0
13,13,4745,14715,43,149,0
14,14,5110,14582,40,173,0
15,15,5475,14423,43,202,0
16,16,5840,14294,24,153,0
17,17,6205,14136,36,194,0
18,18,6570,13972,22,186,0
19,19,6935,13822,32,182,0
20,20,7300,13669,23,176,0
