ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16282,55,141,0
1,1,365,16187,63,158,0
2,2,730,16097,72,162,0
3,3,1095,16025,77,149,0
4,4,1460,15935,73,163,0
5,5,1825,15853,74,156,0
6,6,2190,15805,69,117,0
7,7,2555,15741,77,141,0
8,8,2920,15686,80,135,0
9,9,3285,15602,84,168,0
10,10,3650,15535,79,146,0
11,11,4015,15460,93,168,0
12,12,4380,15387,78,151,0
13,13,4745,15331,95,151,0
14,14,5110,15232,79,178,0
15,15,5475,15165,114,181,0
16,16,5840,15101,104,168,0
17,17,6205,15010,105,196,0
18,18,6570,14935,92,167,0
19,19,6935,14890,141,186,0
20,20,7300,14816,109,183,0
