ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16303,82,146,0
1,1,365,16233,77,147,0
2,2,730,16174,86,145,0
3,3,1095,16114,94,154,0
4,4,1460,16069,118,163,0
5,5,1825,16010,96,155,0
6,6,2190,16002,121,129,0
7,7,2555,15984,127,145,0
8,8,2920,15962,126,148,0
9,9,3285,15951,141,152,0
10,10,3650,15920,128,159,0
11,11,4015,15922,137,135,0
12,12,4380,15929,148,141,0
13,13,4745,15900,163,192,0
14,14,5110,15884,157,173,0
15,15,5475,15863,163,184,0
16,16,5840,15835,164,192,0
17,17,6205,15833,186,188,0
18,18,6570,15833,160,160,0
19,19,6935,15829,180,184,0
20,20,7300,15818,173,184,0
