ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16298,65,136,0
1,1,365,16220,67,145,0
2,2,730,16186,83,117,0
3,3,1095,16110,86,162,0
4,4,1460,16058,93,145,0
5,5,1825,16005,86,139,0
6,6,2190,15927,88,166,0
7,7,2555,15854,77,150,0
8,8,2920,15837,106,123,0
9,9,3285,15794,101,144,0
10,10,3650,15737,94,151,0
11,11,4015,15678,99,158,0
12,12,4380,15627,106,157,0
13,13,4745,15570,111,168,0
14,14,5110,15514,118,174,0
15,15,5475,15470,129,173,0
16,16,5840,15428,121,163,0
17,17,6205,15376,118,170,0
18,18,6570,15319,128,185,0
19,19,6935,15288,151,182,0
20,20,7300,15229,122,181,0
