ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16279,61,149,0
1,1,365,16204,69,144,0
2,2,730,16125,62,141,0
3,3,1095,16039,66,152,0
4,4,1460,15971,62,130,0
5,5,1825,15908,70,133,0
6,6,2190,15830,65,143,0
7,7,2555,15740,43,133,0
8,8,2920,15674,62,128,0
9,9,3285,15584,63,153,0
10,10,3650,15480,60,164,0
11,11,4015,15383,57,154,0
12,12,4380,15296,72,159,0
13,13,4745,15196,74,174,0
14,14,5110,15095,73,174,0
15,15,5475,14998,58,155,0
16,16,5840,14913,72,157,0
17,17,6205,14802,70,181,0
18,18,6570,14691,82,193,0
19,19,6935,14612,95,174,0
20,20,7300,14519,80,173,0
