ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16285,45,128,0
1,1,365,16184,56,157,0
2,2,730,16114,80,150,0
3,3,1095,16028,71,157,0
4,4,1460,15948,82,162,0
5,5,1825,15868,79,159,0
6,6,2190,15803,75,140,0
7,7,2555,15779,98,122,0
8,8,2920,15713,89,155,0
9,9,3285,15644,77,146,0
10,10,3650,15584,102,162,0
11,11,4015,15535,111,160,0
12,12,4380,15495,120,160,0
13,13,4745,15447,111,159,0
14,14,5110,15372,93,168,0
15,15,5475,15297,106,181,0
16,16,5840,15258,131,170,0
17,17,6205,15217,112,153,0
18,18,6570,15175,140,182,0
19,19,6935,15133,145,187,0
20,20,7300,15105,142,170,0
