ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16296,74,146,0
1,1,365,16223,69,142,0
2,2,730,16146,62,139,0
3,3,1095,16079,67,134,0
4,4,1460,15990,60,149,0
5,5,1825,15897,80,173,0
6,6,2190,15857,99,139,0
7,7,2555,15787,84,154,0
8,8,2920,15710,75,152,0
9,9,3285,15635,88,163,0
10,10,3650,15553,87,169,0
11,11,4015,15500,96,149,0
12,12,4380,15467,113,146,0
13,13,4745,15411,107,163,0
14,14,5110,15325,99,185,0
15,15,5475,15260,100,165,0
16,16,5840,15198,118,180,0
17,17,6205,15188,136,146,0
18,18,6570,15147,130,171,0
19,19,6935,15046,109,210,0
20,20,7300,14987,117,176,0
