ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16279,74,162,0
1,1,365,16239,77,117,0
2,2,730,16170,91,160,0
3,3,1095,16104,99,165,0
4,4,1460,16043,91,152,0
5,5,1825,15984,111,170,0
6,6,2190,15949,104,139,0
7,7,2555,15950,132,131,0
8,8,2920,15909,122,163,0
9,9,3285,15865,121,165,0
10,10,3650,15857,143,151,0
11,11,4015,15856,135,136,0
12,12,4380,15855,151,152,0
13,13,4745,15832,144,167,0
14,14,5110,15825,153,160,0
15,15,5475,15817,161,169,0
16,16,5840,15826,178,169,0
17,17,6205,15832,168,162,0
18,18,6570,15843,179,168,0
19,19,6935,15835,168,176,0
20,20,7300,15816,168,187,0
