ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16292,80,156,0
1,1,365,16226,67,133,0
2,2,730,16125,44,145,0
3,3,1095,16015,38,148,0
4,4,1460,15952,65,128,0
5,5,1825,15870,61,143,0
6,6,2190,15776,48,142,0
7,7,2555,15695,57,138,0
8,8,2920,15607,54,142,0
9,9,3285,15506,60,161,0
10,10,3650,15378,41,169,0
11,11,4015,15274,54,158,0
12,12,4380,15157,35,152,0
13,13,4745,15048,48,157,0
14,14,5110,14915,42,175,0
15,15,5475,14772,40,183,0
16,16,5840,14623,35,184,0
17,17,6205,14497,48,174,0
18,18,6570,14367,52,182,0
19,19,6935,14214,38,191,0
20,20,7300,14075,45,184,0
