ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16275,57,149,0
1,1,365,16171,44,148,0
2,2,730,16080,51,142,0
3,3,1095,15981,42,141,0
4,4,1460,15879,56,158,0
5,5,1825,15789,56,146,0
6,6,2190,15720,67,136,0
7,7,2555,15625,56,151,0
8,8,2920,15515,51,161,0
9,9,3285,15422,50,143,0
10,10,3650,15323,57,156,0
11,11,4015,15213,59,169,0
12,12,4380,15109,57,161,0
13,13,4745,15008,51,152,0
14,14,5110,14873,52,187,0
15,15,5475,14764,63,172,0
16,16,5840,14669,73,168,0
17,17,6205,14553,60,176,0
18,18,6570,14431,74,196,0
19,19,6935,14331,94,194,0
20,20,7300,14201,63,193,0
