ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16284,68,152,0
1,1,365,16224,71,131,0
2,2,730,16134,76,166,0
3,3,1095,16090,82,126,0
4,4,1460,16028,65,127,0
5,5,1825,15961,79,146,0
6,6,2190,15897,73,137,0
7,7,2555,15853,110,154,0
8,8,2920,15791,81,143,0
9,9,3285,15729,80,142,0
10,10,3650,15663,89,155,0
11,11,4015,15599,92,156,0
12,12,4380,15529,104,174,0
13,13,4745,15476,102,155,0
14,14,5110,15411,94,159,0
15,15,5475,15386,108,133,0
16,16,5840,15316,112,182,0
17,17,6205,15244,108,180,0
18,18,6570,15199,122,167,0
19,19,6935,15142,128,185,0
20,20,7300,15066,113,189,0
