ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16288,77,157,0
1,1,365,16227,72,133,0
2,2,730,16167,90,150,0
3,3,1095,16132,96,131,0
4,4,1460,16097,108,143,0
5,5,1825,16039,92,150,0
6,6,2190,16010,100,129,0
7,7,2555,15975,104,139,0
8,8,2920,15925,94,144,0
9,9,3285,15875,108,158,0
10,10,3650,15814,106,167,0
11,11,4015,15772,103,145,0
12,12,4380,15742,125,155,0
13,13,4745,15686,113,169,0
14,14,5110,15625,132,193,0
15,15,5475,15594,117,148,0
16,16,5840,15556,140,178,0
17,17,6205,15509,144,191,0
18,18,6570,15478,140,171,0
19,19,6935,15427,138,189,0
20,20,7300,15418,183,192,0
