ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16260,49,156,0
1,1,365,16162,54,152,0
2,2,730,16069,56,149,0
3,3,1095,15996,80,153,0
4,4,1460,15953,99,142,0
5,5,1825,15884,78,147,0
6,6,2190,15825,89,148,0
7,7,2555,15766,104,163,0
8,8,2920,15713,103,156,0
9,9,3285,15656,100,157,0
10,10,3650,15627,103,132,0
11,11,4015,15560,103,170,0
12,12,4380,15499,113,174,0
13,13,4745,15448,109,160,0
14,14,5110,15386,114,176,0
15,15,5475,15347,116,155,0
16,16,5840,15267,102,182,0
17,17,6205,15208,113,172,0
18,18,6570,15147,111,172,0
19,19,6935,15094,133,186,0
20,20,7300,15043,137,188,0
