ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16248,22,142,0
1,1,365,16112,17,153,0
2,2,730,15996,12,128,0
3,3,1095,15866,19,149,0
4,4,1460,15740,9,135,0
5,5,1825,15613,20,147,0
6,6,2190,15482,20,151,0
7,7,2555,15367,14,129,0
8,8,2920,15257,16,126,0
9,9,3285,15117,14,154,0
10,10,3650,14978,20,159,0
11,11,4015,14833,19,164,0
12,12,4380,14706,21,148,0
13,13,4745,14563,17,160,0
14,14,5110,14426,21,158,0
15,15,5475,14268,19,177,0
16,16,5840,14129,24,163,0
17,17,6205,13966,24,187,0
18,18,6570,13813,25,178,0
19,19,6935,13618,16,211,0
20,20,7300,13451,18,185,0
