ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16306,70,131,0
1,1,365,16263,84,127,0
2,2,730,16219,95,139,0
3,3,1095,16147,89,161,0
4,4,1460,16108,113,152,0
5,5,1825,16084,113,137,0
6,6,2190,16079,139,144,0
7,7,2555,16066,139,152,0
8,8,2920,16069,139,136,0
9,9,3285,16045,135,159,0
10,10,3650,16051,158,152,0
11,11,4015,16030,150,171,0
12,12,4380,16028,147,149,0
13,13,4745,16032,155,151,0
14,14,5110,16009,156,179,0
15,15,5475,15997,164,176,0
16,16,5840,15987,163,173,0
17,17,6205,15973,173,187,0
18,18,6570,15968,180,185,0
19,19,6935,15960,194,202,0
20,20,7300,15920,173,213,0
