ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16277,62,154,0
1,1,365,16203,68,142,0
2,2,730,16099,73,177,0
3,3,1095,16004,76,171,0
4,4,1460,15946,80,138,0
5,5,1825,15893,91,144,0
6,6,2190,15828,81,146,0
7,7,2555,15754,88,162,0
8,8,2920,15686,81,149,0
9,9,3285,15600,77,163,0
10,10,3650,15526,93,167,0
11,11,4015,15478,106,154,0
12,12,4380,15416,106,168,0
13,13,4745,15338,95,173,0
14,14,5110,15294,107,151,0
15,15,5475,15213,100,181,0
16,16,5840,15188,136,161,0
17,17,6205,15150,131,169,0
18,18,6570,15144,136,142,0
19,19,6935,15093,131,182,0
20,20,7300,15044,123,172,0
