ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16303,68,134,0
1,1,365,16200,57,160,0
2,2,730,16111,63,152,0
3,3,1095,16044,70,137,0
4,4,1460,15965,74,153,0
5,5,1825,15894,60,131,0
6,6,2190,15772,48,170,0
7,7,2555,15704,64,132,0
8,8,2920,15621,63,146,0
9,9,3285,15540,74,155,0
10,10,3650,15458,67,149,0
11,11,4015,15351,71,178,0
12,12,4380,15273,89,167,0
13,13,4745,15198,74,149,0
14,14,5110,15108,76,166,0
15,15,5475,15015,81,174,0
16,16,5840,14869,60,206,0
17,17,6205,14809,113,173,0
18,18,6570,14740,96,165,0
19,19,6935,14663,102,179,0
20,20,7300,14517,84,230,0
