ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16280,57,144,0
1,1,365,16176,51,155,0
2,2,730,16087,53,142,0
3,3,1095,15984,48,151,0
4,4,1460,15910,54,128,0
5,5,1825,15795,38,153,0
6,6,2190,15691,42,146,0
7,7,2555,15563,38,166,0
8,8,2920,15436,33,160,0
9,9,3285,15310,29,155,0
10,10,3650,15197,24,137,0
11,11,4015,15053,14,158,0
12,12,4380,14900,17,170,0
13,13,4745,14750,15,165,0
14,14,5110,14591,10,169,0
15,15,5475,14393,3,201,0
16,16,5840,14206,4,191,0
17,17,6205,14022,12,196,0
18,18,6570,13872,11,161,0
19,19,6935,13692,5,185,0
20,20,7300,13482,3,213,0
