ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16297,60,130,0
1,1,365,16207,60,150,0
2,2,730,16125,53,135,0
3,3,1095,16041,80,164,0
4,4,1460,15982,75,134,0
5,5,1825,15875,63,170,0
6,6,2190,15788,76,163,0
7,7,2555,15692,70,166,0
8,8,2920,15640,104,156,0
9,9,3285,15565,73,148,0
10,10,3650,15498,82,149,0
11,11,4015,15417,78,159,0
12,12,4380,15328,83,172,0
13,13,4745,15238,76,166,0
14,14,5110,15140,89,187,0
15,15,5475,15038,74,176,0
16,16,5840,14941,72,169,0
17,17,6205,14833,92,200,0
18,18,6570,14743,90,180,0
19,19,6935,14644,91,190,0
20,20,7300,14557,104,191,0
