ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16269,64,163,0
1,1,365,16221,80,128,0
2,2,730,16162,90,149,0
3,3,1095,16116,92,138,0
4,4,1460,16104,113,125,0
5,5,1825,16086,117,135,0
6,6,2190,16053,126,159,0
7,7,2555,16030,124,147,0
8,8,2920,16012,131,149,0
9,9,3285,15966,121,167,0
10,10,3650,15951,129,144,0
11,11,4015,15948,158,161,0
12,12,4380,15960,148,136,0
13,13,4745,15925,135,170,0
14,14,5110,15888,147,184,0
15,15,5475,15857,138,169,0
16,16,5840,15892,184,149,0
17,17,6205,15840,142,194,0
18,18,6570,15824,175,191,0
19,19,6935,15793,164,195,0
20,20,7300,15734,164,223,0
