ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16298,63,133,0
1,1,365,16233,57,122,0
2,2,730,16154,61,140,0
3,3,1095,16099,88,143,0
4,4,1460,16011,54,142,0
5,5,1825,15930,52,133,0
6,6,2190,15867,62,125,0
7,7,2555,15796,55,126,0
8,8,2920,15703,62,155,0
9,9,3285,15615,64,152,0
10,10,3650,15542,88,161,0
11,11,4015,15446,72,168,0
12,12,4380,15349,74,171,0
13,13,4745,15240,66,175,0
14,14,5110,15172,102,170,0
15,15,5475,15097,85,160,0
16,16,5840,15028,88,157,0
17,17,6205,14933,68,163,0
18,18,6570,14828,109,214,0
19,19,6935,14762,101,167,0
20,20,7300,14645,88,205,0
