ind,years,days,no_individuals,no_births,no_deaths,no_immigrants
0,0,0,16220,24,171,0
1,1,365,16086,15,149,0
2,2,730,15973,15,128,0
3,3,1095,15845,14,142,0
4,4,1460,15714,14,145,0
5,5,1825,15589,10,135,0
6,6,2190,15441,11,159,0
7,7,2555,15326,19,134,0
8,8,2920,15197,14,143,0
9,9,3285,15064,17,150,0
10,10,3650,14922,11,153,0
11,11,4015,14777,11,156,0
12,12,4380,14644,20,153,0
13,13,4745,14496,12,160,0
14,14,5110,14346,25,175,0
15,15,5475,14201,24,169,0
16,16,5840,14039,21,183,0
17,17,6205,13868,13,184,0
18,18,6570,13686,15,197,0
19,19,6935,13524,14,176,0
20,20,7300,13376,26,174,0
